project_name,x,y,lat_adj,lon_adj
PARC EMILY,29728.071353952244,31806.01484128727,1.3039167677068713,103.84884610194645
PARC ELEGANCE,36418.56568505128,33329.46573570146,1.317693212998424,103.90896368934662
MOUNT FABER LODGE,27035.2058141078,27930.896926577203,1.268871594897155,103.824649574282
THE BAYSHORE,39764.61851849454,32777.65481684542,1.3127017372209988,103.93902944278688
THE ROCHESTER RESIDENCES,22996.662962946597,31953.585271661148,1.305250986152275,103.788361255317
PARK RESIDENCES KOVAN,33412.451160951954,37776.916906394996,1.357915047014795,103.8819530158445
CHANGI GREEN,42492.12870223805,36303.24798186523,1.344584707396233,103.96353908936358
MAPLE WOODS,22578.252990609344,35150.20160103405,1.3341599734467067,103.78460108423617
DAKOTA RESIDENCES,33981.66974786869,32076.0751001391,1.30635856748807,103.88706670129817
FORESQUE RESIDENCES,21692.17845761456,39001.62621661195,1.3689906987369915,103.77663839294385
THE REEF AT KING'S DOCK,26229.82650748231,27519.965843095433,1.2651552433546218,103.81741298914122
GRANGE 1866,27517.26045741605,31358.29015592115,1.2998677476294849,103.828980947366
PARC RIVIERA,19054.64721401347,33665.97851164203,1.32073636250797,103.75293992325199
HAIG 162,35285.68571706445,32074.36306226535,1.306342804794755,103.8987838943465
KI RESIDENCES AT BROOKVALE,20783.42499181442,34708.6127508117,1.3301660282420058,103.76847363943129
SUITES @ TOPAZ,31539.302384305753,34541.017299577594,1.328651006385735,103.86512116493
THE EBONY,36365.19904672215,33627.0713391192,1.320384665190975,103.9084842438795
38 I SUITES,35010.71664273645,32666.2449634187,1.31169563628096,103.896313302371
VISIONCREST,29055.571581162032,31204.782358582117,1.2984794630520835,103.842803359314
SUITES @ PAYA LEBAR,33204.934242936135,36946.8213776965,1.35040799805364,103.88008819629965
MONTANA. THE,27529.722568235364,30945.71563392383,1.2961365690097866,103.82909293125199
PARC VERA,34873.760791399516,38442.51603291711,1.3639341830781166,103.89508399344435
CONCOURSE SKYLINE,31184.44895770355,31428.1097831158,1.3004990124907552,103.8619322909715
DENG FU VILLE,36176.0632244563,33485.4074138971,1.319103558887615,103.90678472349751
WATERFRONT @ FABER,19313.20631734356,33940.84540932848,1.323222233767923,103.7552631324223
COSTA RHU,31732.4782711005,30977.92337164594,1.29642762470122,103.86685652762166
FIFTY-TWO STEVENS,27247.324479626048,33032.354962361,1.315007394130335,103.826555410634
THE METROPOLITAN CONDOMINIUM,26056.2757184611,30319.687820023537,1.2904749366325667,103.81585340714867
GEM RESIDENCES,29979.03932969863,35688.29995366063,1.3390267650544334,103.85110141506834
IRESIDENCES,29367.2202961091,34166.5754327569,1.32526486187025,103.84560379207451
VILLA MARINA,38470.31077529145,32564.63016322813,1.31077568749823,103.927399392507
TERRASSE,32971.55717384098,38968.231054214215,1.3686889408081289,103.87799149247041
WATERTOWN,35661.164198764134,43159.20934639089,1.4065900432114902,103.9021605760443
THE ABODE AT DEVONSHIRE,28487.06024604245,31111.68343845755,1.29763752324369,103.8376950307235
THE FORESTA @ MOUNT FABER,25836.84868684488,28118.34622688033,1.2705667617701584,103.8138819140295
PEBBLE BAY,32209.23257881478,31124.172762212904,1.2977501916449061,103.87114039245259
STRATFORD COURT,41137.036000572145,34523.333729512946,1.328488451493815,103.9513620145405
CENTRAL VIEW,29556.83352317495,43379.20461299066,1.4085805283305608,103.84730787072631
THE MARQ ON PATERSON HILL,27490.512171051163,31420.958260665368,1.3004344954748668,103.828740600957
FOREST WOODS,32824.18508322206,37061.72982958891,1.3514472526966468,103.87666694401611
STARPOINT,21777.6641553915,30101.8971613664,1.28850475713192,103.777408351498
SPOTTISWOODE RESIDENCES,28386.0896423757,28651.134132388048,1.27538518044426,103.836787735314
AMARYLLIS VILLE,28934.68364536607,33008.045084943966,1.3147875392664268,103.84171718153733
DUNMAN PLACE,34948.41093656185,32477.681962744347,1.30999035415347,103.8957534130785
